what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921092453
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1292921105595
started,bundle,com.instantiations.designer.gwt.wizards,8.1.1.r36x201012191837,"com.instantiations.designer.gwt.wizards",1292921105900
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1292921111065
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1292921125945
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292921133588
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921135346
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921136883
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292921146551
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921210277
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921267260
activated,editor,com.instantiations.designer.core.ui,,"com.instantiations.designer.core.guiEditor",1292921267325
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292921272194
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292921276604
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292921289415
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921290502
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921291981
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292921310557
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921316058
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1292921318367
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1292921320505
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1292921321114
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921321894
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292921321926
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921327169
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921328823
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292921328839
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921331945
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921332897
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292921332912
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921336267
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921337485
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292921337500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921343009
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921348034
opened,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292921348518
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292921348768
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292921353138
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921365092
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921376843
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292921379793
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292921386567
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292921387113
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1292921387487
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1292921387503
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1292921387581
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1292921387581
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1292921389173
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921389469
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921389906
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292921391342
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292921398692
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292921411240
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292921419854
activated,editor,com.instantiations.designer.core.ui,,"com.instantiations.designer.core.guiEditor",1292921420088
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1292921435021
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1292921435177
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1292921435317
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292921436191
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292921436378
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1292921437362
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292921440858
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1292921447864
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292921450158
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921452155
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921495409
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292921495440
activated,editor,com.instantiations.designer.core.ui,,"com.instantiations.designer.core.guiEditor",1292921495628
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292921576941
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292921614016
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921632194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921633303
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921658681
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921760114
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1292921779041
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921780010
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921780994
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292921828500
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292921854058
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921856274
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921891847
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292921904615
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921906082
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921912887
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292921938361
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921939891
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921940812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292921952268
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922071501
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292922075434
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922121761
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922138775
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292922155910
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922158657
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922184281
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922189509
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922191117
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922262218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922274671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292922283754
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922284331
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922285891
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922286968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922288139
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292922352029
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292922361970
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922370210
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922426173
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292922444494
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292922445040
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1292922467230
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292922587874
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292922608211
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292922609568
activated,editor,com.instantiations.designer.core.ui,,"com.instantiations.designer.core.guiEditor",1292922609786
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292922616056
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292922624447
started,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1292922650180
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292922651085
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1292922658664
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922660271
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922662252
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922739312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922771659
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1292922771706
activated,editor,com.google.gwt.eclipse.core,1.4.0.v201010280102,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1292922771878
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292922788612
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1292922807749
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1292922811772
